聂士成,中文名,聂士成
聂士成,别名,聂功亭
聂士成,民族,汉族
聂士成,出生日期,1836年
聂士成,逝世日期,1900年
聂士成,职业,将领
聂士成,代表作品,《东游纪程》《东征日记》
聂士成,官职,山西太原镇总兵、直隶提督
聂士成,追赠,太子太保
聂士成,谥号,忠节
聂士成,国籍,清朝
刘星一,中文名,刘星一
刘星一,逝世日期,1930年6月
刘星一,职务,九区五乡互济会组长
刘星一,参加革命时间,1930年2月
毛森,中文名,毛森
毛森,别名,毛鸿猷
毛森,逝世日期,1992年
毛森,毕业院校,浙江警官学校
毛森,民族,汉族
毛森,职务,军统特务
毛森,出生地,浙江江山
毛森,出生日期,1908年
崇仁县人民防空办公室,中文名,崇仁县人民防空办公室
崇仁县人民防空办公室,地点,崇仁县
崇仁县人民防空办公室,性质,办公室
崇仁县人民防空办公室,职能,国家人民防空工作的方针、政策
任进贵,中文名,任进贵
任进贵,国籍,中国
任进贵,出生日期,1926年1月30日
任进贵,逝世日期,2019年1月22日
任进贵,职业,军人
任进贵,信仰,共产主义
任进贵,性别,男
郭玉鼎,中文名,郭玉鼎
郭玉鼎,出生日期,1921年
郭玉鼎,出生地,淄博市张店区王庄
郭玉鼎,性别,男
化学战剂中毒,中文名,化学战剂中毒
化学战剂中毒,外文名,chemical warfare agent poisoning
化学战剂中毒,定义,化学战剂引起的中毒
化学战剂中毒,特点,剧烈毒性、扩散规模大
贺发儒,本名,贺发儒
贺发儒,去世时间,1930年
贺发儒,参军时间,1928年
贺发儒,政治面貌,党员
陈佳富,出生地,福建省龙岩县
陈佳富,出生日期,1901
陈佳富,中文名,陈佳富
陈佳富,逝世日期,1901
曾冬仔,中文名,曾冬仔
曾冬仔,参加革命时间,1933年
曾冬仔,生前职务,红三军团战士
热辽战役,名称,热辽战役
热辽战役,地点,热河省、辽宁省西部
热辽战役,时间,1945年6月至7月
热辽战役,参战方,中国，日本
李朝芳,中文名,李朝芳
李朝芳,外文名,Li Chaofang
李朝芳,出生地,广西桂平
李朝芳,出生日期,1892
李朝芳,逝世日期,1947
任进贵,中文名,任进贵
任进贵,国籍,中国
任进贵,民族,汉族
任进贵,出生日期,1926年1月30日
任进贵,逝世日期,2019年1月22日
任进贵,职业,军人
任进贵,信仰,共产主义
任进贵,性别,男
MOIRE卫星,中文名,MOIRE卫星
MOIRE卫星,又称,薄膜型光学即时成像器
MOIRE卫星,口径,68英尺
MOIRE卫星,堪称,间谍卫星之王
曾尚武,中文名,曾尚武
曾尚武,职务,红三军团战士
曾尚武,参加革命时间,1934年
烈火3,中文名,烈火3
烈火3,所属国,印度
烈火3,导弹射程,3000公里
CZ75手枪,中文名,CZ75手枪
CZ75手枪,弹夹容量,15发
CZ75手枪,外文名,CZ75
CZ75手枪,发射机构,单动/双动
CZ75手枪,握把镶片,塑料
CZ75手枪,照门,固定式
CZ75手枪,枪管长,120mm
CZ75手枪,高度,138mm
CZ75手枪,宽度,35 mm
CZ75手枪,发射模式,半自动
CZ75手枪,研发日期,1975
CZ75手枪,生产日期,1976
任进贵,民族,汉族
曹木地,中文名,曹木地
曹木地,时间,1901－1931
曹木地,籍贯,福建省龙岩县
黄州之战,名称,黄州之战
黄州之战,地点,黄州
黄州之战,参战方,蒙古、宋军
黄州之战,结果,蒙古军最后撤围而去
战船,中文名,战船
战船,定义,一种用于水上作战的船舶
战船,时期,战国时期
战船,意义,现在军舰的鼻祖
孙宝奶,中文名,孙宝奶
孙宝奶,出生地,瑞安
孙宝奶,性别,男
孙宝奶,出生日期,1913年;
杨文憨,中文名,杨文憨
杨文憨,国籍,中国
杨文憨,出生地,中国
杨文憨,民族,汉
金汤桥连,原为,第45军第135师第405团7连
金汤桥连,现为,第54集团军162师485团7连
金汤桥连,属于,具有光荣历史的英雄连队
金汤桥连,中文名,金汤桥连
苏-30MKI,中文名,苏-30MKI
苏-30MKI,外文名,Sukhoi Su-30MKI
苏-30MKI,生产方,俄罗斯
苏-30MKI,M代表,多功能
苏-30MKI,K代表,出口型
苏-30MKI,I代表,India的第一个字母
苏-30MKI,机型,战斗轰炸机
M1914机枪,中文名称,M1914机枪
M1914机枪,服役时间,19世纪末至20世纪初
M1914机枪,设计者,朱思皮·佩里诺
M1914机枪,国家,意大利
林德木,中文名,林德木
林德木,国籍,中国
林德木,逝世日期,1950
赵守祯,中文名,赵守祯
赵守祯,出生日期,1915
赵守祯,逝世日期,1946
林德木,出生日期,1927
陈秀堂,中文名,陈秀堂
陈秀堂,逝世日期,1951年9月
陈秀堂,籍贯,福建省惠安县黄塘乡杏林村
陈秀堂,安葬地,惠安县紫山镇林口村林口山边内山顶，烈士陈秀堂之墓
浙江省高新技术促进条例,中文名,浙江省高新技术促进条例
浙江省高新技术促进条例,地点,浙江省
浙江省高新技术促进条例,对象,高新技术
浙江省高新技术促进条例,类型,条例
韦显恒,中文名,韦显恒
韦显恒,国籍,中国
韦显恒,出生地,广西都安县
韦显恒,职业,烈士
陈运泽,中文名,陈运泽
陈运泽,国籍,中国
陈运泽,出生日期,1912年
陈秀堂,出生日期,1925年
陈运泽,逝世日期,1946年
陈运泽,职业,战士
阮明葵,中文名,阮明葵
阮明葵,出生日期,1917年
陈运泽,出生地,湖北省洪湖市永丰中岭村
邱龙飞,中文名,邱龙飞
邱龙飞,逝世日期,1932年
邱龙飞,参加革命,1930年
邱龙飞,牺牲地点,南康县龙回
吴国齐,中文名,吴国齐
吴国齐,出生日期,1913年
吴国齐,逝世日期,1937年
吴国齐,性别,男
吴国齐,生前职位,红军58团通信员
吴国齐,牺牲地点,福建省屏南县连坑村
李同轨,本名,李同轨
李同轨,所处时代,北魏
李同轨,出生地,赵郡高邑
李同轨,性别,男
李同轨,谥号,康
雷楚新,中文名,雷楚新
雷楚新,籍贯,湖北省汉川县
雷楚新,出生日期,1962年1月
雷楚新,职业,35907部队24分队班长
崔世兰,中文名,崔世兰
崔世兰,别名,云兰
崔世兰,国籍,中国
崔世兰,政治面貌,中共党员
A12复仇者,中文名,A12复仇者
A12复仇者,主要机载设备,APQ-183多功能雷达
A12复仇者,作战半径,1200公里
A12复仇者,机翼面积,120.8平方米
阮明葵,逝世日期,1936年
李璜,中文名,李璜
李璜,国籍,中国
李璜,出生日期,1895年
李璜,逝世日期,1991年11月15日
李璜,职业,学者
李璜,毕业院校,巴黎大学
李璜,信仰,国家主义
李璜,主要成就,中国青年党创始人
李璜,民族,汉族
李璜,出生地,四川成都
缪远生,中文名,缪远生
缪远生,逝世日期,1930年
缪远生,参加革命时间,1930年
缪远生,职业,军人
美国“三叉戟”潜对地战略导弹,中文名称,UGM-96A弹道导弹
美国“三叉戟”潜对地战略导弹,次型/级,UGM-133A弹道导弹
宗教战争,中文名,宗教战争
宗教战争,定义,宗教原因引发的战争
宗教战争,案例,十字军、伊斯兰圣战
宗教战争,对象,不同宗教或不同教派
陈廷志,中文名,陈廷志
陈廷志,国籍,中国
陈廷志,性别,男
陈廷志,民族,汉族
597.9高地之战,名称,上甘岭战役
597.9高地之战,发生时间,1952年10月14日至11月25日
597.9高地之战,外文名,Battle of Triangle Hill
597.9高地之战,战役意义,迫使联合国军停止进攻
597.9高地之战,朝鲜语名称,삼각 고지 전투
597.9高地之战,结果,中国人民志愿军胜
董祥娃,中文名,董祥娃
董祥娃,国籍,中国
董祥娃,逝世日期,1927
董祥娃,性别,男
董祥娃,出生日期,1906
万先隆,中文名,万先隆
万先隆,出生日期,1900年
万先隆,籍贯,江西省宜春县
黄铖,中文名,黄铖
黄铖,国籍,中国
黄铖,民族,汉
黄铖,出生日期,1869年
黄铖,逝世日期,1943年
万先隆,逝世日期,1930年
597.9高地之战,发生时间,1952年10月14日至11月25日
597.9高地之战,结果,中国人民志愿军胜
597.9高地之战,外文名,Battle of Triangle Hill
597.9高地之战,战役意义,迫使联合国军停止进攻
597.9高地之战,朝鲜语名称,삼각 고지 전투
597.9高地之战,名称,上甘岭战役
597.9高地之战,名称,上甘岭战役
597.9高地之战,发生时间,1952年10月14日至11月25日
597.9高地之战,外文名,Battle of Triangle Hill
597.9高地之战,战役意义,迫使联合国军停止进攻
597.9高地之战,朝鲜语名称,삼각 고지 전투
597.9高地之战,结果,中国人民志愿军胜
科曼多尔海战,中文名,科曼多尔海战
科曼多尔海战,外文名,Battle of;Komandor
科曼多尔海战,地点,科曼多尔群岛
科曼多尔海战,结束时间,1943年8月22日
科曼多尔海战,胜利方,日军战术性胜利，战略上失利
科曼多尔海战,发生时间,1943年
鱼住景固,中文名,鱼住景固
鱼住景固,出生日期,1528年
鱼住景固,逝世日期,1574年
郭得福,中文名,郭得福
郭得福,逝世日期,1950年
郭得福,性别,男
郭得福,政治面貌,团员
苏波战争,名称,苏波战争
苏波战争,发生时间,1919年2月—1921年3月18日
宋仁宏,中文名,宋仁宏
宋仁宏,出生地,安徽六安
宋仁宏,出生日期,1903年
宋仁宏,逝世日期,1932年05月06日
孔德维,中文名,孔德维
孔德维,别名,孔令游
孔德维,国籍,中国
孔德维,出生地,江西省宁都县
孔德维,出生日期,1918.8
孔德维,逝世日期,2009.10.18
鱼住景固,外文名,うおずみ かげかた
姚创业,中文名,姚创业
姚创业,出生日期,1922
姚创业,逝世日期,1946
廖国太,中文名,廖国太
廖国太,逝世日期,1932年
廖国太,籍贯,福建省建宁县
张谆,中文名,张谆
张谆,国籍,中国
廖国太,出生日期,1911年6月
姚创业,国籍,中国
张谆,出生日期,1910
张谆,逝世日期,1954
母成峠之战,中文名,母成峠之战
张谆,民族,汉族
母成峠之战,所属战争,戊辰战争
母成峠之战,战场,奥陆国会津藩母成峠
伊尔-76MD-90战略运输机,中文名,伊尔-76MD-90战略运输机
伊尔-76MD-90战略运输机,巡航速度,825千米/小时
伊尔-76MD-90战略运输机,最大起飞重量,210吨
伊尔-76MD-90战略运输机,载重,60吨
唐继禹,中文名,唐继禹
唐继禹,别名,唐际遇、唐鹤士
唐继禹,出生日期,1906年11月
母成峠之战,开战日期,1868年10月6日
唐继禹,逝世日期,1979年6月
唐继禹,毕业院校,长沙第十三联合中学
唐继禹,主要成就,1930年2月唐继禹任湖南省建设厅科员、工程员。
唐继禹,出生地,湖南省江华县源田塘乡
唐继禹,性别,男
戴定富,中文名,戴定富
戴定富,逝世日期,1930年
戴定富,职业,军人
戴定富,参加革命时间,1930年
苏波战争,名称,苏波战争
苏波战争,发生时间,1919年2月—1921年3月18日
唐继禹,民族,汉族
美国“三叉戟”潜对地战略导弹,中文名称,UGM-96A弹道导弹
美国“三叉戟”潜对地战略导弹,次型/级,UGM-133A弹道导弹
镰仓武士,中文名,镰仓武士
镰仓武士,特点,剑术高超，持续战力很强
镰仓武士,武器特点,短，剑刃比较宽，极锋利
镰仓武士,武器,双小太刀
诸葛亮北伐,名称,诸葛亮北伐（诸葛伐魏）
诸葛亮北伐,发生时间,公元228年春～公元234年秋
诸葛亮北伐,参战方兵力,汉军8～10万；魏军东西两线兵力20万，东线为重；吴军6～10万
